min_dist_2O,max_dist_2O,min_dist_carbonyl,max_dist_carbonyl,max_path_non_rotatabale_bonds_carbonyl,min_path_non_rotatabale_bonds_carbonyl,max_path_non_rotatabale_bonds_2O,min_path_non_rotatabale_bonds_2O,SMILES
2,6,100,0,0,0,3,0,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl
2,6,100,0,0,0,0,0,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O
2,2,2,2,0,0,0,0,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N
4,6,100,0,0,0,3,1,C1=CC=C(C=C1)/C=C/C(=O)C2=C(C(=C(C=C2)O)O)O
2,2,2,2,0,0,0,0,CCCCCCCCCCCCS(=O)(=O)OC
4,4,100,0,0,0,1,1,CC1=CC(=C(C(=C1Cl)O)C=O)O
2,7,100,0,0,0,2,0,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C
2,2,2,2,0,0,0,0,CCCCCCCCC=CCCCCCCCCOS(=O)(=O)C
2,2,100,0,0,0,0,0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl
3,4,100,0,0,0,0,0,CCCCCC=CCC=CCC=CCC=CCCCCOC(CO)CO
2,6,100,0,0,0,0,0,CCCCC=CCCCCCCCC(=O)OCC(CO)O
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC
2,7,7,7,0,0,0,0,CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCC/C=C\CCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCCCC(C(CO)NC(=O)CCCCCCCC=CCCCCCCCC)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O
2,6,6,6,0,0,0,0,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCC
2,5,5,5,0,0,0,0,CCCCCCCCC=CCCCCCCCC(=O)NCC(=O)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC
100,0,100,0,0,0,0,0,[(2<I>S</I>)-2-acetyloxy-3-hydroxypropyl] (<I>Z</I>)-octadec-9-enoate
2,9,100,0,0,0,7,0,CCCCCC1C=CC2C(CC=CCCCC(=O)O1)C(CC2O)O
2,13,100,0,0,0,2,0,C1C(C(C(C1O)CC=CCCCC(=O)O)CCC(CCC2=CC=CC=C2)O)O
2,13,100,0,0,0,3,0,CCCCC(C)(C)C(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,10,10,2,2,3,0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)OC)O)O
2,13,10,10,2,2,3,0,CCCCC(C)CC(C=CC1C(CC(=O)C1CCCCC=CC(=O)O)O)O
4,13,100,0,0,0,4,2,CCCCCC(C=CC1C(CC(C1CC=CCC=CC=O)O)O)O
2,13,100,0,0,0,5,0,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,100,0,0,0,5,0,CCCCCC(C=CC1C2CC(=CCCCC(=O)O)CC2(CC1O)C)O
2,13,100,0,0,0,4,0,CCCCCC(C=CC1C(CC2=C1C=C(N2C3=CC=CC=C3)CCCCC(=O)O)O)O
2,8,5,8,0,0,0,0,C(CCN)CC(C(=O)O)NC(=O)C(CC(=O)O)N
7,7,100,0,0,0,3,3,C1=CC=C(C(=C1)NN=C2C=CC=CC2=O)O
3,6,100,0,0,0,3,1,C[NH2+]CC(C1=CC(=C(C=C1)O)OC)O
3,6,100,0,0,0,3,1,COC1=C(C=CC(=C1)C(C[NH3+])O)O
3,29,100,0,0,0,19,1,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1
2,5,5,5,0,0,0,0,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N
3,13,100,0,0,0,5,0,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
2,13,100,0,0,0,5,0,CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)O)O)O
2,6,100,0,0,0,3,0,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)[N+](=O)[O-])Cl
2,6,6,6,0,0,0,0,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
2,6,6,6,1,1,1,0,CN(/C(=N/[N+](=O)[O-])/N)N=O
2,2,100,0,0,0,0,0,CCCCNC(=O)OC#CCI
-1,12,-1,4,1,0,8,0,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O
7,7,7,7,3,3,3,3,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCC5=CC=C(C=C5)F
2,2,100,0,0,0,0,0,CC(C)(C=NOC(=O)NC)SC
2,7,2,7,1,0,1,0,CC(C)(C=NOC(=O)NC)S(=O)(=O)C
100,0,100,0,0,0,0,0,CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2
2,6,6,6,1,1,1,0,CNC(=O)O/N=C(/C(=O)N(C)C)\SC
2,6,100,0,0,0,0,0,CCCCCCC=CCCCCCCCC(=O)OCC(CO)O
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCC
2,8,8,8,0,0,0,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC
2,8,8,8,0,0,0,0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O
2,12,6,12,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O
2,6,100,0,0,0,0,0,CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)N)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC
2,14,100,0,0,0,3,0,C1C(C(C(C1O)C=CC(COC2=CC=CC=C2)(F)F)CC=CCCCC(=O)O)O
2,14,100,0,0,0,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O
2,8,8,8,0,0,0,0,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC
4,13,100,0,0,0,2,2,CCNC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O
2,13,100,0,0,0,1,0,C1C(C(C(C1O)CCC(CCC2=CC(=CC=C2)C(F)(F)F)O)CCCCCCC(=O)O)O
2,14,13,13,3,3,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(=O)COC2=CC=CC(=C2)C(F)(F)F)O)O
2,13,100,0,0,0,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
2,13,100,0,0,0,2,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O
2,13,6,13,2,1,2,0,CCCCCC(=O)CCC1C(C(CC1=O)O)CC=CCCCC(=O)O
2,13,100,0,0,0,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(C2CC3=CC=CC=C3C2)O)F)O
2,9,9,9,0,0,0,0,C(CSCC(C(=O)O)N)C(C(=O)O)N
100,0,100,0,0,0,0,0,CC(C)N(C1=CC=CC=C1)C(=O)CNC2=CC=CC=C2NC3=CC=CC=C3
2,2,100,0,0,0,0,0,CCOC(=O)CC1CC2CCC(C1)N2C
100,0,100,0,0,0,0,0,CC1=C(C=CC=N1)OC2=NC=C(C=C2)N
3,7,100,0,0,0,0,0,C(C(C(C(C(C=O)O)O)O)O)O
100,0,100,0,0,0,0,0,CCCCCCCCCCCCC/C=C/C[C@H](CO)N
2,10,100,0,0,0,3,0,CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O
2,16,7,7,0,0,5,0,CCCCCCCCCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)OC(=O)CCCCCCCC=CCC=CCCCCC
2,5,100,0,0,0,3,0,C1C(C(C(C(O1)O)O)O)O
2,7,100,0,0,0,5,0,CC1=CC(=NC2=C1C(=C(C=C2[N+](=O)[O-])OC)OC3=CC=CC(=C3)C(F)(F)F)OC
100,0,100,0,0,0,0,0,COC1=C(C=C2C(=C1)CCN2)C(F)(F)F
100,0,100,0,0,0,0,0,CCC(C)(C)C1CCC(CC1)CC=O
2,4,100,0,0,0,0,0,CC(C)(C)OC(=O)CC(C1=CC=CC=N1)O
2,5,100,0,0,0,0,0,CCCCCCCCCCCCCCCCOCC(CO)OC(=O)C
2,13,100,0,0,0,2,0,CCCCCC(C=CC1C(CC(C1CCCCCCC(=O)O)O)O)O
2,8,100,0,0,0,3,0,CC(=O)NC1C(C(C(OC1O)CO)O)O
2,25,2,25,11,0,11,0,C=CS(=O)(=O)CCOCCNC1=NC(=NC(=N1)F)NC2=CC(=C(C=C2)N=NC3=CC4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)N.[Na+].[Na+].[Na+]
3,3,100,0,0,0,1,1,CCCN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Cl
2,6,100,0,0,0,1,0,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F
2,6,6,6,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
2,2,2,2,0,0,0,0,CC1=NS(=O)(=O)N=C1C2=CC=CC=C2
2,2,100,0,0,0,0,0,CC1(CC(=C)C(=O)O1)C
4,4,4,4,2,2,2,2,CC(CCCN1C(=O)C2=CC=CC=C2C1=O)I
2,13,100,0,0,0,3,0,C1C(C(C(C1O)C=CC(CC2=CC=CC=C2)O)CC=CCCCC(=O)O)O
2,13,10,10,1,1,2,0,CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)OCC)O
2,13,100,0,0,0,3,0,C1C(C(C(C1F)C=CC(C2CC3=CC=CC=C3C2)O)CC=CCCCC(=O)O)O
100,0,100,0,0,0,0,0,C1=CC=C(C(=C1)CCN)O.Br
2,2,100,0,0,0,0,0,COC(=O)C(CC1=CN=CN1)N.Cl
3,14,10,10,2,2,3,0,C1=CC=C(C=C1)OCC(C=CC2C=CC(=O)C2CC=CCCCC(=O)O)O
100,0,100,0,0,0,0,0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Br)OCCN(C)C.Cl
4,4,4,4,1,1,1,1,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl
100,0,100,0,0,0,0,0,CC(C)N=C(N)N=C(N)NC1=CC(=C(C=C1)Cl)Cl.Cl
2,11,5,11,0,0,0,0,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4=CC=CC=C4)C(=O)O)N
100,0,100,0,0,0,0,0,C1=CC(=CN=C1)C2=CC(=CC(=C2)F)N
2,13,10,10,2,2,2,0,C1=CC=C(C=C1)CCC(CCC2C=CC(=O)C2CC=CCCCC(=O)O)O
3,6,100,0,0,0,4,1,C1CNC2CC3=C4C15C2(C=CC(=O)C5OC4=C(C=C3)O)O
3,3,100,0,0,0,1,1,CC1=CC(=C(C=C1CC=C)OC)O
3,3,100,0,0,0,1,1,CC1=C(C=CC(=C1OC)O)CC=C
6,6,100,0,0,0,4,4,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C
2,2,2,2,0,0,0,0,CN1C2CCC1CC(C2)OS(=O)(=O)C
100,0,100,0,0,0,0,0,CC1CCC2C13CC(C2(C)C)C(=C(C3)C(=O)C)C
4,4,4,4,2,2,2,2,CC1(C(=O)N(C(=O)N1)NC2=CC=CC=C2)C3=CC=CC=C3
2,8,8,8,0,0,0,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
2,13,13,13,1,1,1,0,CCCCCC(=O)CCC1C(CC(C1CCCCCCC(=O)O)O)O
4,13,100,0,0,0,2,2,CCCCCC(C=CC1C(CC(C1CCCCCCCO)O)O)O
2,13,10,10,2,2,3,0,CCCCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1CCC(C1CC=CCCCC(=O)O)O)O
2,10,10,10,1,1,1,0,CCCCCC=CC=C1C=CC(=O)C1CCCCCCC(=O)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC=CCC=CCC=CCCCCC
2,2,100,0,0,0,0,0,CCCC(O)(O)O
3,3,100,0,0,0,1,1,CC=CC1=C(C(=C(C=C1)O)OC)C
3,3,100,0,0,0,0,0,C1C2CC(C1C=C2)OCC(C(F)(F)F)(C(F)(F)F)O
2,9,9,9,4,4,4,0,C1=CC(=CC(=C1)C(=O)O)C2=C(C(=CC(=C2)Cl)[N+](=O)[O-])O
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC
4,4,100,0,0,0,2,2,COC1=C(C=C(C(=N1)OC)N)N.Cl
4,4,100,0,0,0,0,0,C1=CC(=C(C=C1N)N)OCCCOC2=C(C=C(C=C2)N)N.Cl.Cl.Cl.Cl
100,0,100,0,0,0,0,0,CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(=O)C4)C)C
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC
2,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OCCCCCCCCCCCCCCCC
12,12,100,0,0,0,4,4,C[Si](CCC1CCC2C(C1)O2)(CCC3CCC4C(C3)O4)C5=CC=CC=C5
2,8,2,8,3,0,3,0,CC(CC(=O)OC1=CC=C(C=C1)S(=O)(=O)[O-])CC(C)(C)C.[Na+]
100,0,100,0,0,0,0,0,CCOC(=S)[S-].[Na+]
2,8,5,8,0,0,0,0,CCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C(=O)[O-].[Na+]
9,9,100,0,0,0,7,7,C[C@H](CCCC(C)C)[C@H]1C[C@@H](C2=C3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC[C@]12C)C)O)O
9,9,100,0,0,0,7,7,C[C@H](CCCC(C)C)[C@H]1CC(=O)[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC
2,8,8,8,0,0,0,0,CCCCCCCCCCC/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\CCCCCCCCCCC
2,8,8,8,0,0,0,0,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
2,8,8,8,0,0,0,0,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC
2,8,8,8,0,0,0,0,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC
2,8,8,8,0,0,0,0,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC
2,8,8,8,0,0,0,0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC
2,8,7,8,0,0,0,0,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
2,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
2,6,100,0,0,0,0,0,CCCCCCCC/C=C\CCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC
2,17,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)OCC(CO)O)O)O)O
5,16,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)NC(CO)CO)O)O)O
2,17,11,11,3,3,3,0,CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)OCC(CO)O)O
4,16,10,10,2,2,3,2,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)NC(CO)CO)O)O
100,0,100,0,0,0,0,0,CCCNC(=NCCC)NCCC
2,6,6,6,0,0,0,0,CCCCCCCC/C=C/CCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
2,13,100,0,0,0,3,0,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)OC)O)O)O
2,14,10,10,2,2,3,0,CCCC1(CCC1)C(CC=CC2C(CC(=O)C2CC=CCCCC(=O)O)O)O
4,13,100,0,0,0,3,2,CCN(CC)C(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,14,100,0,0,0,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
5,16,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)NCCO)O)O)O
2,14,11,11,3,3,3,0,C1C(C(C(C1=O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)O)O
4,13,100,0,0,0,2,2,CCCCC[C@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)CCCCCCCO)O
2,13,10,10,1,1,2,0,C1C(C(C(C1=O)CCCCCCC(=O)O)C=CC(CC2=CC=CC=C2)O)O
2,13,10,10,2,2,3,0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)OC(C)C)O)O
2,13,100,0,0,0,1,0,COC(=O)CCCCCCC1C(CC(C1CCC(CSC2=CC=CC=C2F)O)O)O
2,13,10,10,2,2,3,0,CCCCC[C@](C)(/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
4,13,13,13,3,3,3,2,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(=O)CCC2=CC=CC=C2)O)O
2,15,100,0,0,0,3,0,C1C(C(C(C1O)C=CC(CCOC2=CC=CC=C2)O)CC=CCCCC(=O)O)O
2,13,10,10,2,2,3,0,CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC
2,9,100,0,0,0,5,0,CCCCCC(C=CC1C2CC=CCCCC(=O)OC2CC1O)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)CO2)O
2,13,10,10,1,1,1,0,CCCCCC(CCC1CCC(=O)N1CCCCCCC(=O)O)O
100,0,100,0,0,0,0,0,CCN(CC)CCCCCCBr.Cl
3,3,100,0,0,0,1,1,CC1=CC(=CC(=C1O)OC)CC=C
-1,17,100,0,0,0,9,0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O.O
2,6,100,0,0,0,0,0,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)OCC(CO)O
4,4,4,4,2,2,2,2,CCCCCN1C2=C(C(=O)NC1=O)NC(=N2)Cl
2,6,6,6,0,0,0,0,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
2,12,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O.[Na+]
2,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCC=CC(C(COP(=O)(O)[O-])[NH3+])O
2,6,100,0,0,0,0,0,CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[NH3+])N)O
4,13,100,0,0,0,3,2,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)N(CC)CC)O)O)O
2,13,100,0,0,0,3,0,C1CCC(CC1)C(C=CC2C(CC(C2CC=CCCCC(=O)O)O)O)O
2,13,100,0,0,0,2,0,C1C(C(C(C1O)CC=CCCCC(=O)O)CCC(CCC2=CC(=CC=C2)C(F)(F)F)O)O
2,17,100,0,0,0,3,0,CC(CCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O)O
4,16,10,10,2,2,3,2,C1C(C(C(C1=O)CC=CCCCC(=O)NC(CO)CO)C=CC(CCC2=CC=CC=C2)O)O
2,2,2,2,0,0,0,0,CCCCCCCCCCCCCCC=CS(=O)(=O)OC
100,0,100,0,0,0,0,0,CCCCCCCC(CCCCCC)Br
2,9,5,8,2,0,4,0,C1=CC(=C(C=C1O)C=O)C=C(CC(=O)O)C(=O)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
2,8,8,8,0,0,0,0,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
2,15,100,0,0,0,6,0,CCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)C(C=CCCCCCCCCCCCCC)O
2,15,100,0,0,0,6,0,CCCCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)C(C=CCCCCCCCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCC)O
2,17,10,10,2,2,3,0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)OCC(CO)O)O)O
2,14,11,11,3,3,3,0,CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)OC(CO)CO
2,14,5,14,0,0,0,0,C(CC(=O)NC(CSSCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N
4,10,4,6,3,1,7,2,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
3,3,100,0,0,0,0,0,CCCCCCCCCCCCCCOCC1CO1
3,3,100,0,0,0,1,1,CC=CC1=CC(=C(C(=C1)C)O)OC
2,13,5,13,4,1,4,0,CC(C)N(C1=CC=CC=C1)C(=O)CN2C3=CC=CC=C3N(C(=O)C(C2=O)NC(=O)NC4=CC=CC(=C4)C(=O)OC(C)(C)C)C5=CC=CC=C5
